Load_1,1171,1132,1117,1022,1047,1024,1016,993,974,979,994,1035,1036,1042,1000,1016,1027,1046,1065,1081,1093,1121,1116,1114,1129,1135,1160,1182,1191,1178,1160,1154,1138,1139,1154,1232,1354,1472,1475,1466,1478,1450,1433,1391,1359,1300,1260,1208
Load_2,5372,5034,5018,5377,4761,4706,4690,4668,4634,4782,5059,5393,5428,5061,4837,4723,4699,4846,4801,4898,4958,5124,5335,5400,5391,5405,5401,5437,5372,5258,5119,4964,4967,5174,5455,6193,7309,8000,8119,7962,7932,7680,7393,6955,6574,6194,5909,5568
Load_3,2815,2754,2496,2191,2353,2249,2197,2109,2079,2031,2021,2075,2102,2115,2154,2202,2302,2488,2553,2606,2619,2773,2824,2859,2953,5040,2960,2939,2975,2966,2910,2924,2919,2903,3077,3154,3258,3384,3340,3341,3361,3364,3345,3244,3091,3042,2969,2861
Load_4,3834,2770,2621,2304,2397,2364,2294,2205,2191,2182,2174,2191,2166,2260,2405,2668,2946,3160,3331,3452,3743,3445,3598,3675,3707,3705,3766,3820,3811,3772,4163,4135,4127,4005,4034,4009,5341,5521,5401,6057,6345,6246,6236,6038,5194,4457,4226,3947
Load_5,2446,2295,2328,2032,2207,2113,2100,2057,2037,2020,2038,2057,2172,2161,2227,2392,2652,2817,2931,3002,3014,3121,3165,3228,3288,3262,3302,3835,3323,3321,3292,3269,3120,3028,2904,2875,2964,3068,3098,3084,3120,3047,2963,2834,2772,2694,2585,2493
Load_6,3958,3857,3782,3499,3622,3616,3532,3522,3447,3474,3506,3599,3639,3752,3785,3903,4041,4322,4398,4478,4523,4686,4765,4890,4935,4989,4948,5053,4980,4896,4810,4664,4619,4526,4474,4655,4962,5144,5123,5087,5029,4970,4886,4755,4471,4228,4181,4059
